Lease_ID,Property_ID,Tenant_Name,Suite,SF,Rent_PSF_Monthly,Annual_Rent,Escalation_Rate,Lease_Start,Lease_Expiration,Lease_Type
HRE-1103-P2-L2,HRE-1103-P2,Bennett-Rivas,110,1339,3.64,58487,0.02,2024-07-24,2030-08-12,NNN
HRE-1103-P2-L3,HRE-1103-P2,"Evans, Chaney and Cardenas",120,1365,2.53,41441,0.03,2024-07-24,2026-06-04,NNN
HRE-1103-P2-L4,HRE-1103-P2,Cantu Ltd,130,1605,2.8,53928,0.0,2024-07-24,2028-01-25,NNN
HRE-1103-P2-L5,HRE-1103-P2,Thompson and Sons,140,1359,2.58,42074,0.03,2024-07-24,2027-04-30,NNN
HRE-1103-P2-L6,HRE-1103-P2,Pollard and Sons,150,1654,3.65,72445,0.03,2024-07-24,2027-04-30,NNN
HRE-1103-P2-L7,HRE-1103-P2,"Macdonald, Mills and Orr",160,1587,2.4,45705,0.025,2024-07-24,2027-09-27,NNN
HRE-1103-P2-L8,HRE-1103-P2,"Howard, Pacheco and Taylor",170,1588,2.83,53928,0.02,2024-07-24,2027-06-29,NNN
HRE-1103-P2-L9,HRE-1103-P2,Moore and Sons,180,1794,2.92,62861,0.03,2024-07-24,2029-03-20,NNN
HRE-1103-P3-L1,HRE-1103-P3,Osborn-Rivera,100,1412,3.18,53881,0.0,2024-07-24,2026-09-02,NNN
HRE-1103-P3-L2,HRE-1103-P3,Petersen-Perez,110,1390,3.65,60882,0.0,2024-07-24,2029-10-16,NNN
HRE-1103-P3-L3,HRE-1103-P3,"Robertson, Campbell and Lloyd",120,1725,3.08,63756,0.0,2024-07-24,2028-06-23,NNN
HRE-1103-P4-L1,HRE-1103-P4,Nelson-Palmer,100,3062,3.32,121990,0.03,2024-07-24,2029-04-19,NNN
HRE-1103-P4-L2,HRE-1103-P4,Byrd PLC,110,2869,2.27,78151,0.02,2024-07-24,2029-07-18,NNN
HRE-1103-P4-L3,HRE-1103-P4,Johnston and Sons,120,3448,2.49,103026,0.02,2024-07-24,2028-09-21,NNN
HRE-1103-P4-L4,HRE-1103-P4,Reyes Inc,130,2848,2.69,91933,0.025,2024-07-24,2026-07-04,NNN
HRE-1104-P1-L1,HRE-1104-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,616599,0.02,2024-06-13,2035-04-07,Master Lease
HRE-1105-P1-L1,HRE-1105-P1,Ruiz-Barnett,100,11743,2.99,421338,0.03,2024-07-24,2028-09-21,NNN
HRE-1105-P1-L2,HRE-1105-P1,"Roberts, Garcia and Burch",110,15245,3.87,707977,0.0,2024-07-24,2030-11-10,NNN
HRE-1105-P1-L3,HRE-1105-P1,"Miles, Herrera and Cook",120,17081,3.6,737899,0.03,2024-07-24,2028-12-20,NNN
HRE-1105-P1-L4,HRE-1105-P1,"Butler, Evans and Wheeler",130,15265,2.42,443295,0.025,2024-07-24,2029-03-20,NNN
HRE-1106-P1-L1,HRE-1106-P1,"Robinson, Dorsey and Deleon",100,6636,3.07,244470,0.0,2024-07-24,2026-12-31,NNN
HRE-1106-P1-L2,HRE-1106-P1,Petty-Craig,110,7698,2.92,269737,0.02,2024-07-24,2026-07-04,NNN
HRE-1106-P1-L3,HRE-1106-P1,"Zhang, Stark and Douglas",120,7581,2.74,249263,0.025,2024-07-24,2026-11-01,NNN
HRE-1106-P1-L4,HRE-1106-P1,Hernandez Inc,130,5393,2.96,191559,0.03,2024-07-24,2027-09-27,NNN
HRE-1106-P1-L5,HRE-1106-P1,Perez Inc,140,6179,3.42,253586,0.02,2024-07-24,2029-04-19,NNN
HRE-1107-P1-L1,HRE-1107-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,609758,0.02,2024-09-29,2035-07-24,Master Lease
HRE-1108-P1-L1,HRE-1108-P1,Stewart Group,100,575,3.87,26703,0.02,2024-07-24,2026-07-04,NNN
HRE-1108-P1-L2,HRE-1108-P1,"Nelson, Murphy and Jones",110,576,2.32,16035,0.03,2024-07-24,2029-02-18,NNN
HRE-1108-P1-L3,HRE-1108-P1,Foster LLC,120,609,2.19,16004,0.02,2024-07-24,2029-11-15,NNN
HRE-1108-P2-L1,HRE-1108-P2,"Ramirez, Tanner and Smith",100,121,3.43,4980,0.02,2024-07-24,2026-06-04,NNN
HRE-1108-P2-L2,HRE-1108-P2,"Weaver, Norris and Love",110,98,3.98,4680,0.025,2024-07-24,2028-10-21,NNN
HRE-1108-P2-L3,HRE-1108-P2,Harmon Inc,120,90,2.61,2818,0.02,2024-07-24,2026-10-02,NNN
HRE-1108-P2-L4,HRE-1108-P2,"Hall, Mitchell and Bishop",130,100,3.36,4032,0.03,2024-07-24,2030-05-14,NNN
HRE-1108-P2-L5,HRE-1108-P2,Wilson LLC,140,112,2.26,3037,0.025,2024-07-24,2027-07-29,NNN
HRE-1108-P2-L6,HRE-1108-P2,"Singleton, Bartlett and Young",150,118,3.74,5295,0.0,2024-07-24,2028-10-21,NNN
HRE-1108-P2-L7,HRE-1108-P2,Armstrong-Wilson,160,94,3.94,4444,0.02,2024-07-24,2027-03-01,NNN
HRE-1108-P2-L8,HRE-1108-P2,"Taylor, Malone and Thomas",170,122,3.9,5709,0.03,2024-07-24,2027-06-29,NNN
HRE-1108-P2-L9,HRE-1108-P2,Crawford and Sons,180,96,3.1,3571,0.02,2024-07-24,2026-07-04,NNN
HRE-1108-P2-L10,HRE-1108-P2,Perkins-Hendricks,190,115,3.08,4250,0.03,2024-07-24,2029-12-15,NNN
HRE-1108-P3-L1,HRE-1108-P3,"Brock, Robinson and Green",100,246,3.32,9800,0.0,2024-07-24,2026-06-04,NNN
HRE-1108-P3-L2,HRE-1108-P3,Combs-Nguyen,110,216,3.6,9331,0.03,2024-07-24,2029-07-18,NNN
HRE-1108-P3-L3,HRE-1108-P3,Reed PLC,120,288,2.36,8156,0.02,2024-07-24,2027-11-26,NNN
HRE-1108-P4-L1,HRE-1108-P4,"Norris, Santiago and Banks",100,1048,2.34,29427,0.03,2024-07-24,2030-11-10,NNN
HRE-1108-P4-L2,HRE-1108-P4,Fox-Pitts,110,992,3.36,39997,0.02,2024-07-24,2027-03-31,NNN
HRE-1108-P4-L3,HRE-1108-P4,"Hanson, Clayton and Zavala",120,1323,2.28,36197,0.0,2024-07-24,2029-04-19,NNN
HRE-1108-P4-L4,HRE-1108-P4,Tanner-Garza,130,1229,3.6,53092,0.0,2024-07-24,2028-07-23,NNN
HRE-1108-P4-L5,HRE-1108-P4,Wilson-Mcclure,140,1257,3.95,59581,0.02,2024-07-24,2028-09-21,NNN
HRE-1108-P4-L6,HRE-1108-P4,Bender-Arnold,150,1234,2.42,35835,0.02,2024-07-24,2027-11-26,NNN
HRE-1108-P4-L7,HRE-1108-P4,"Wilson, Thomas and Nelson",160,1007,2.43,29364,0.02,2024-07-24,2029-01-19,NNN
HRE-1108-P5-L1,HRE-1108-P5,"Duke, Murphy and Gomez",100,266,3.09,9863,0.025,2024-07-24,2028-01-25,NNN
HRE-1108-P5-L2,HRE-1108-P5,Kramer-Mcdowell,110,321,3.64,14021,0.03,2024-07-24,2028-03-25,NNN
HRE-1108-P5-L3,HRE-1108-P5,"Anderson, Jackson and Underwood",120,277,3.49,11600,0.025,2024-07-24,2030-05-14,NNN
HRE-1108-P5-L4,HRE-1108-P5,"Colon, Winters and Gonzalez",130,298,2.71,9690,0.0,2024-07-24,2026-06-04,NNN
HRE-1108-P5-L5,HRE-1108-P5,Hamilton PLC,140,257,3.93,12120,0.025,2024-07-24,2027-04-30,NNN
HRE-1108-P6-L1,HRE-1108-P6,Rivers LLC,100,5561,3.88,258920,0.02,2024-07-24,2029-06-18,NNN
HRE-1108-P6-L2,HRE-1108-P6,Mcfarland LLC,110,5826,2.88,201346,0.0,2024-07-24,2026-12-31,NNN
HRE-1108-P6-L3,HRE-1108-P6,Jones-Barrett,120,5652,3.78,256374,0.0,2024-07-24,2028-07-23,NNN
HRE-1108-P7-L1,HRE-1108-P7,"Bailey, Tran and Silva",100,8578,2.03,208960,0.02,2024-07-24,2027-03-01,NNN
HRE-1108-P7-L2,HRE-1108-P7,Webb-Mcneil,110,9159,2.71,297850,0.0,2024-07-24,2026-09-02,NNN
HRE-1108-P7-L3,HRE-1108-P7,Robinson-Stewart,120,7358,3.39,299323,0.025,2024-07-24,2030-01-14,NNN
HRE-1108-P7-L4,HRE-1108-P7,Hernandez and Sons,130,7131,2.7,231044,0.02,2024-07-24,2028-05-24,NNN
HRE-1109-P1-L1,HRE-1109-P1,Munoz-Wolf,100,5606,2.54,170870,0.0,2024-07-24,2028-09-21,NNN
HRE-1109-P1-L2,HRE-1109-P1,"Wagner, May and Dixon",110,4804,3.48,200615,0.02,2024-07-24,2026-07-04,NNN
HRE-1109-P1-L3,HRE-1109-P1,"Holmes, Martin and Morris",120,6266,3.14,236102,0.02,2024-07-24,2029-09-16,NNN
HRE-1109-P1-L4,HRE-1109-P1,"Griffin, Parker and Juarez",130,5194,2.9,180751,0.025,2024-07-24,2028-08-22,NNN
HRE-1109-P1-L5,HRE-1109-P1,Santos Group,140,5207,2.56,159959,0.03,2024-07-24,2029-04-19,NNN
HRE-1109-P1-L6,HRE-1109-P1,Collins LLC,150,5114,2.28,139919,0.025,2024-07-24,2027-08-28,NNN
HRE-1109-P1-L7,HRE-1109-P1,"Carter, Barrera and Parks",160,5236,2.1,131947,0.03,2024-07-24,2030-10-11,NNN
HRE-1109-P1-L8,HRE-1109-P1,Green-Green,170,4311,3.97,205376,0.0,2024-07-24,2028-08-22,NNN
HRE-1109-P1-L9,HRE-1109-P1,Wells-Guerra,180,5458,3.54,231855,0.0,2024-07-24,2030-08-12,NNN
HRE-1110-P1-L1,HRE-1110-P1,Spencer and Sons,100,8301,2.5,249030,0.0,2024-07-24,2029-07-18,NNN
HRE-1110-P1-L2,HRE-1110-P1,Walter-Wallace,110,10150,3.66,445788,0.03,2024-07-24,2027-07-29,NNN
HRE-1110-P1-L3,HRE-1110-P1,Huerta PLC,120,8908,3.38,361308,0.025,2024-07-24,2027-09-27,NNN
HRE-1110-P1-L4,HRE-1110-P1,Mooney Ltd,130,11012,2.34,309216,0.03,2024-07-24,2028-12-20,NNN
HRE-1110-P1-L5,HRE-1110-P1,Gonzalez-Johnson,140,8744,2.5,262320,0.0,2024-07-24,2029-09-16,NNN
HRE-1110-P1-L6,HRE-1110-P1,Moore-Henderson,150,10464,3.29,413118,0.03,2024-07-24,2027-03-01,NNN
HRE-1110-P1-L7,HRE-1110-P1,Poole-Garcia,160,8862,2.36,250971,0.025,2024-07-24,2027-08-28,NNN
HRE-1110-P1-L8,HRE-1110-P1,Thompson and Sons,170,10267,2.94,362219,0.02,2024-07-24,2026-11-01,NNN
HRE-1111-P1-L1,HRE-1111-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,889569,0.02,2024-05-14,2035-03-08,Master Lease
HRE-1112-P1-L1,HRE-1112-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,452622,0.02,2023-03-01,2033-12-23,Master Lease
HRE-1112-P2-L1,HRE-1112-P2,Silver Care Partners OpCo,Entire Facility,0,0.0,625613,0.02,2023-03-01,2033-12-23,Master Lease
HRE-1112-P3-L1,HRE-1112-P3,Silver Care Partners OpCo,Entire Facility,0,0.0,329776,0.02,2023-03-01,2033-12-23,Master Lease
HRE-1112-P4-L1,HRE-1112-P4,Silver Care Partners OpCo,Entire Facility,0,0.0,70166,0.02,2023-03-01,2033-12-23,Master Lease
HRE-1112-P5-L1,HRE-1112-P5,Silver Care Partners OpCo,Entire Facility,0,0.0,242773,0.02,2023-03-01,2033-12-23,Master Lease
HRE-1113-P1-L1,HRE-1113-P1,"Adams, Odonnell and Gonzales",100,15364,2.19,403765,0.0,2024-07-24,2030-01-14,NNN
HRE-1113-P1-L2,HRE-1113-P1,Anthony-Salinas,110,17867,2.98,638923,0.025,2024-07-24,2029-11-15,NNN
HRE-1113-P1-L3,HRE-1113-P1,"Anderson, Alvarez and Boyd",120,16103,2.29,442510,0.0,2024-07-24,2027-05-30,NNN
HRE-1114-P1-L1,HRE-1114-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,5993,0.02,2024-06-28,2035-04-22,Master Lease
HRE-1114-P2-L1,HRE-1114-P2,Apex Healthcare OpCo,Entire Facility,0,0.0,180691,0.02,2024-06-28,2035-04-22,Master Lease
HRE-1114-P3-L1,HRE-1114-P3,Apex Healthcare OpCo,Entire Facility,0,0.0,112843,0.02,2024-06-28,2035-04-22,Master Lease
HRE-1114-P4-L1,HRE-1114-P4,Apex Healthcare OpCo,Entire Facility,0,0.0,662058,0.02,2024-06-28,2035-04-22,Master Lease
HRE-1114-P5-L1,HRE-1114-P5,Apex Healthcare OpCo,Entire Facility,0,0.0,48625,0.02,2024-06-28,2035-04-22,Master Lease
HRE-1114-P6-L1,HRE-1114-P6,Apex Healthcare OpCo,Entire Facility,0,0.0,1364191,0.02,2024-06-28,2035-04-22,Master Lease
HRE-1115-P1-L1,HRE-1115-P1,Wright-Foster,100,5699,2.82,192854,0.025,2024-07-24,2026-09-02,NNN
HRE-1115-P1-L2,HRE-1115-P1,"Fleming, Cain and Stephenson",110,5585,2.47,165539,0.02,2024-07-24,2030-05-14,NNN
HRE-1115-P1-L3,HRE-1115-P1,Kirk-Clark,120,5437,2.35,153323,0.03,2024-07-24,2030-03-15,NNN
HRE-1116-P1-L1,HRE-1116-P1,Cannon PLC,100,11682,3.07,430364,0.0,2024-07-24,2027-07-29,NNN
HRE-1116-P1-L2,HRE-1116-P1,Allison-Jenkins,110,13156,3.48,549394,0.025,2024-07-24,2029-03-20,NNN
HRE-1116-P1-L3,HRE-1116-P1,Bailey-Dunn,120,13648,3.09,506067,0.02,2024-07-24,2027-03-31,NNN
HRE-1116-P1-L4,HRE-1116-P1,"Alvarez, Mercado and Schaefer",130,12297,2.63,388093,0.03,2024-07-24,2029-06-18,NNN
HRE-1116-P1-L5,HRE-1116-P1,"Stone, Huff and Newman",140,14540,2.81,490288,0.025,2024-07-24,2029-12-15,NNN
HRE-1116-P1-L6,HRE-1116-P1,Wall-Ryan,150,14262,2.24,383362,0.025,2024-07-24,2030-08-12,NNN
HRE-1116-P1-L7,HRE-1116-P1,Blair Group,160,17180,3.09,637034,0.0,2024-07-24,2027-12-26,NNN
HRE-1117-P1-L1,HRE-1117-P1,"Perez, Martin and Richards",100,3071,2.32,85496,0.025,2024-07-24,2030-09-11,NNN
HRE-1117-P1-L2,HRE-1117-P1,"Cuevas, Smith and Lopez",110,3693,3.01,133391,0.0,2024-07-24,2027-09-27,NNN
HRE-1117-P1-L3,HRE-1117-P1,"Sanders, Francis and Austin",120,2704,2.73,88583,0.03,2024-07-24,2026-08-03,NNN
HRE-1117-P2-L1,HRE-1117-P2,"Craig, Benitez and Sosa",100,18051,3.39,734314,0.03,2024-07-24,2029-07-18,NNN
HRE-1117-P2-L2,HRE-1117-P2,"Carroll, Mason and Davis",110,21705,2.25,586035,0.025,2024-07-24,2029-05-19,NNN
HRE-1117-P2-L3,HRE-1117-P2,"Black, Romero and Perez",120,19342,3.2,742732,0.0,2024-07-24,2030-03-15,NNN
HRE-1117-P3-L1,HRE-1117-P3,Little PLC,100,1263,3.51,53197,0.025,2024-07-24,2027-05-30,NNN
HRE-1117-P3-L2,HRE-1117-P3,Alexander PLC,110,1424,2.64,45112,0.025,2024-07-24,2027-09-27,NNN
HRE-1117-P3-L3,HRE-1117-P3,Rogers LLC,120,1792,2.62,56340,0.025,2024-07-24,2027-08-28,NNN
HRE-1117-P3-L4,HRE-1117-P3,Fisher-Peck,130,1588,2.02,38493,0.025,2024-07-24,2029-07-18,NNN
HRE-1117-P3-L5,HRE-1117-P3,Barber PLC,140,1494,3.74,67050,0.0,2024-07-24,2027-05-30,NNN
HRE-1117-P3-L6,HRE-1117-P3,Jones and Sons,150,1778,2.94,62727,0.03,2024-07-24,2030-04-14,NNN
HRE-1117-P3-L7,HRE-1117-P3,Clark Ltd,160,1551,2.28,42435,0.025,2024-07-24,2030-01-14,NNN
HRE-1117-P3-L8,HRE-1117-P3,Holmes-Smith,170,1375,2.85,47025,0.0,2024-07-24,2027-01-30,NNN
HRE-1118-P1-L1,HRE-1118-P1,Burgess-Mcdaniel,100,1340,2.12,34089,0.02,2024-07-24,2027-04-30,NNN
HRE-1118-P1-L2,HRE-1118-P1,Norris-Miranda,110,1234,2.75,40722,0.03,2024-07-24,2029-11-15,NNN
HRE-1118-P1-L3,HRE-1118-P1,Rodriguez Inc,120,1175,3.36,47376,0.03,2024-07-24,2027-11-26,NNN
HRE-1118-P1-L4,HRE-1118-P1,Wagner-Owen,130,1125,2.02,27270,0.03,2024-07-24,2029-05-19,NNN
HRE-1118-P1-L5,HRE-1118-P1,"Johnson, Ramirez and Vazquez",140,1111,3.09,41195,0.02,2024-07-24,2029-01-19,NNN
HRE-1118-P1-L6,HRE-1118-P1,"Ryan, Caldwell and Haynes",150,1344,3.78,60963,0.025,2024-07-24,2029-06-18,NNN
HRE-1118-P1-L7,HRE-1118-P1,"Turner, Horn and Cooper",160,1323,3.7,58741,0.02,2024-07-24,2026-07-04,NNN
HRE-1118-P2-L1,HRE-1118-P2,Turner-Jackson,100,3240,2.2,85536,0.025,2024-07-24,2030-01-14,NNN
HRE-1118-P2-L2,HRE-1118-P2,Mcfarland-Clark,110,3058,3.19,117060,0.0,2024-07-24,2029-11-15,NNN
HRE-1118-P2-L3,HRE-1118-P2,Stewart-Stephens,120,3207,3.23,124303,0.025,2024-07-24,2029-12-15,NNN
HRE-1118-P2-L4,HRE-1118-P2,Davis-Stokes,130,3390,2.06,83800,0.0,2024-07-24,2028-01-25,NNN
HRE-1118-P2-L5,HRE-1118-P2,Grant and Sons,140,2485,3.8,113316,0.0,2024-07-24,2029-02-18,NNN
HRE-1118-P2-L6,HRE-1118-P2,Golden Group,150,2679,3.87,124412,0.03,2024-07-24,2026-10-02,NNN
HRE-1118-P2-L7,HRE-1118-P2,Frazier-Love,160,3502,3.4,142881,0.0,2024-07-24,2028-05-24,NNN
HRE-1118-P2-L8,HRE-1118-P2,Johnson-Butler,170,2849,2.31,78974,0.02,2024-07-24,2027-10-27,NNN
HRE-1118-P2-L9,HRE-1118-P2,Martinez LLC,180,3144,3.44,129784,0.025,2024-07-24,2030-11-10,NNN
HRE-1118-P3-L1,HRE-1118-P3,Parrish-Wyatt,100,10200,3.42,418608,0.025,2024-07-24,2028-11-20,NNN
HRE-1118-P3-L2,HRE-1118-P3,"Anderson, Blackburn and Jimenez",110,9285,3.93,437880,0.025,2024-07-24,2029-10-16,NNN
HRE-1118-P3-L3,HRE-1118-P3,Fleming Ltd,120,10860,2.13,277581,0.0,2024-07-24,2028-08-22,NNN
HRE-1118-P3-L4,HRE-1118-P3,Guzman-Sullivan,130,10676,2.48,317717,0.025,2024-07-24,2030-04-14,NNN
HRE-1118-P4-L1,HRE-1118-P4,Wells-Harris,100,4028,2.35,113589,0.0,2024-07-24,2027-07-29,NNN
HRE-1118-P4-L2,HRE-1118-P4,Moore-Bradley,110,3427,2.36,97052,0.0,2024-07-24,2026-09-02,NNN
HRE-1118-P4-L3,HRE-1118-P4,Jones-Mathis,120,3952,2.69,127570,0.0,2024-07-24,2027-07-29,NNN
HRE-1118-P5-L1,HRE-1118-P5,Smith PLC,100,2394,3.73,107155,0.025,2024-07-24,2028-04-24,NNN
HRE-1118-P5-L2,HRE-1118-P5,Pittman PLC,110,2530,2.58,78328,0.02,2024-07-24,2029-12-15,NNN
HRE-1118-P5-L3,HRE-1118-P5,Johnson Ltd,120,2127,3.92,100054,0.025,2024-07-24,2026-12-01,NNN
HRE-1118-P5-L4,HRE-1118-P5,Baker-Taylor,130,2682,3.82,122942,0.02,2024-07-24,2029-01-19,NNN
HRE-1118-P5-L5,HRE-1118-P5,Garcia Group,140,2550,2.18,66708,0.03,2024-07-24,2029-02-18,NNN
HRE-1118-P5-L6,HRE-1118-P5,Hays PLC,150,2755,2.82,93229,0.0,2024-07-24,2030-03-15,NNN
HRE-1118-P5-L7,HRE-1118-P5,Delgado Inc,160,2115,2.33,59135,0.025,2024-07-24,2028-06-23,NNN
HRE-1119-P1-L1,HRE-1119-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,492958,0.02,2024-04-16,2035-02-08,Master Lease
HRE-1120-P1-L1,HRE-1120-P1,Barnes-Young,100,4395,2.91,153473,0.0,2024-07-24,2029-12-15,NNN
HRE-1120-P1-L2,HRE-1120-P1,Williams-Levine,110,5324,2.45,156525,0.025,2024-07-24,2027-08-28,NNN
HRE-1120-P1-L3,HRE-1120-P1,"Wright, Sims and Ryan",120,4965,3.94,234745,0.0,2024-07-24,2029-10-16,NNN
HRE-1120-P1-L4,HRE-1120-P1,Weber-Singh,130,4620,2.82,156340,0.025,2024-07-24,2028-08-22,NNN
HRE-1120-P2-L1,HRE-1120-P2,Sosa Group,100,997,2.2,26320,0.0,2024-07-24,2029-04-19,NNN
HRE-1120-P2-L2,HRE-1120-P2,Mayer Group,110,875,2.27,23835,0.0,2024-07-24,2026-11-01,NNN
HRE-1120-P2-L3,HRE-1120-P2,Simpson LLC,120,965,2.47,28602,0.02,2024-07-24,2029-01-19,NNN
HRE-1120-P2-L4,HRE-1120-P2,Mcguire and Sons,130,776,2.23,20765,0.0,2024-07-24,2028-03-25,NNN
HRE-1120-P2-L5,HRE-1120-P2,Booker-Ryan,140,961,2.4,27676,0.03,2024-07-24,2030-06-13,NNN
HRE-1120-P2-L6,HRE-1120-P2,Rangel LLC,150,689,3.38,27945,0.03,2024-07-24,2029-10-16,NNN
HRE-1120-P2-L7,HRE-1120-P2,Blankenship-Moreno,160,960,2.53,29145,0.0,2024-07-24,2030-10-11,NNN
HRE-1120-P3-L1,HRE-1120-P3,Leonard-Hudson,100,915,2.9,31842,0.0,2024-07-24,2029-08-17,NNN
HRE-1120-P3-L2,HRE-1120-P3,Montgomery-Horton,110,631,3.74,28319,0.0,2024-07-24,2029-08-17,NNN
HRE-1120-P3-L3,HRE-1120-P3,"Scott, Rodriguez and Lang",120,727,3.62,31580,0.025,2024-07-24,2027-10-27,NNN
HRE-1120-P3-L4,HRE-1120-P3,Barnes-Mills,130,663,2.64,21003,0.0,2024-07-24,2030-05-14,NNN
HRE-1120-P3-L5,HRE-1120-P3,"Hall, Nelson and Costa",140,864,2.23,23120,0.03,2024-07-24,2029-06-18,NNN
HRE-1120-P4-L1,HRE-1120-P4,Farrell-Cruz,100,2271,2.38,64859,0.02,2024-07-24,2030-09-11,NNN
HRE-1120-P4-L2,HRE-1120-P4,Fisher Ltd,110,1774,2.13,45343,0.0,2024-07-24,2027-03-31,NNN
HRE-1120-P4-L3,HRE-1120-P4,Guerra-Lopez,120,2079,3.18,79334,0.0,2024-07-24,2028-07-23,NNN
HRE-1120-P5-L1,HRE-1120-P5,"Woods, Mora and Clark",100,3460,2.44,101308,0.025,2024-07-24,2028-04-24,NNN
HRE-1120-P5-L2,HRE-1120-P5,Odom-Lowe,110,3053,2.12,77668,0.0,2024-07-24,2029-10-16,NNN
HRE-1120-P5-L3,HRE-1120-P5,Wong-Walker,120,2870,3.87,133282,0.02,2024-07-24,2027-07-29,NNN
HRE-1120-P6-L1,HRE-1120-P6,"Allen, Glover and Wilson",100,416,2.4,11980,0.02,2024-07-24,2027-04-30,NNN
HRE-1120-P6-L2,HRE-1120-P6,"Bishop, Townsend and Baldwin",110,562,2.67,18006,0.02,2024-07-24,2026-12-31,NNN
HRE-1120-P6-L3,HRE-1120-P6,"Sheppard, May and Williams",120,439,2.7,14223,0.0,2024-07-24,2029-02-18,NNN
HRE-1120-P6-L4,HRE-1120-P6,"Bennett, Thornton and Pitts",130,585,3.17,22253,0.02,2024-07-24,2029-05-19,NNN
HRE-1120-P6-L5,HRE-1120-P6,Cook-Mcclure,140,450,3.47,18738,0.03,2024-07-24,2027-03-01,NNN
HRE-1120-P6-L6,HRE-1120-P6,Mcdonald-Newton,150,595,2.4,17136,0.02,2024-07-24,2029-05-19,NNN
HRE-1120-P6-L7,HRE-1120-P6,"Saunders, Terry and Powell",160,464,2.56,14254,0.03,2024-07-24,2029-11-15,NNN
HRE-1120-P6-L8,HRE-1120-P6,Dalton-Garcia,170,502,3.65,21987,0.0,2024-07-24,2028-08-22,NNN
HRE-1120-P6-L9,HRE-1120-P6,Mitchell-Guerra,180,534,3.39,21723,0.02,2024-07-24,2027-04-30,NNN
HRE-1120-P6-L10,HRE-1120-P6,"Montgomery, Lewis and Cruz",190,550,3.84,25344,0.0,2024-07-24,2029-12-15,NNN
HRE-1120-P7-L1,HRE-1120-P7,Barnes Inc,100,2097,2.61,65678,0.0,2024-07-24,2027-01-30,NNN
HRE-1120-P7-L2,HRE-1120-P7,Casey-Rodriguez,110,2276,2.31,63090,0.03,2024-07-24,2029-03-20,NNN
HRE-1120-P7-L3,HRE-1120-P7,"Carroll, Wade and Jones",120,2081,3.59,89649,0.02,2024-07-24,2028-12-20,NNN
HRE-1120-P7-L4,HRE-1120-P7,Reyes Group,130,2095,3.87,97291,0.0,2024-07-24,2026-07-04,NNN
HRE-1120-P7-L5,HRE-1120-P7,"Miller, Parker and Spencer",140,2094,2.31,58045,0.0,2024-07-24,2027-06-29,NNN
HRE-1120-P7-L6,HRE-1120-P7,Hernandez and Sons,150,2497,3.18,95285,0.025,2024-07-24,2028-11-20,NNN
HRE-1121-P1-L1,HRE-1121-P1,"Hopkins, Lopez and Baker",100,12195,3.22,471214,0.03,2024-07-24,2026-12-01,NNN
HRE-1121-P1-L2,HRE-1121-P1,Carter Ltd,110,11856,3.31,470920,0.02,2024-07-24,2026-12-31,NNN
HRE-1121-P1-L3,HRE-1121-P1,Reese-Myers,120,11237,2.9,391047,0.025,2024-07-24,2026-09-02,NNN
HRE-1121-P1-L4,HRE-1121-P1,"Ryan, Lawson and Moran",130,15362,2.42,446112,0.0,2024-07-24,2029-10-16,NNN
HRE-1121-P1-L5,HRE-1121-P1,"Edwards, Jarvis and Lewis",140,12883,3.43,530264,0.0,2024-07-24,2028-05-24,NNN
HRE-1121-P1-L6,HRE-1121-P1,Santiago-Gallegos,150,10649,3.05,389753,0.02,2024-07-24,2029-08-17,NNN
HRE-1122-P1-L1,HRE-1122-P1,Solomon-Martinez,100,9695,3.94,458379,0.0,2024-07-24,2028-07-23,NNN
HRE-1122-P1-L2,HRE-1122-P1,"Miller, Fowler and Jones",110,10002,3.9,468093,0.02,2024-07-24,2027-03-01,NNN
HRE-1122-P1-L3,HRE-1122-P1,Davidson Inc,120,7864,2.77,261399,0.02,2024-07-24,2027-03-01,NNN
HRE-1122-P1-L4,HRE-1122-P1,Gibson Inc,130,9937,2.1,250412,0.0,2024-07-24,2030-05-14,NNN
HRE-1122-P1-L5,HRE-1122-P1,Hess-Galvan,140,8308,3.39,337969,0.025,2024-07-24,2028-07-23,NNN
HRE-1122-P1-L6,HRE-1122-P1,Phillips Group,150,7571,3.14,285275,0.025,2024-07-24,2030-03-15,NNN
HRE-1122-P1-L7,HRE-1122-P1,Peck LLC,160,8372,3.98,399846,0.02,2024-07-24,2027-07-29,NNN
HRE-1122-P1-L8,HRE-1122-P1,Davis-Miller,170,8684,2.33,242804,0.03,2024-07-24,2029-03-20,NNN
HRE-1122-P1-L9,HRE-1122-P1,Wilcox and Sons,180,7788,2.15,200930,0.025,2024-07-24,2027-04-30,NNN
HRE-1123-P1-L1,HRE-1123-P1,Jones and Sons,100,487,3.14,18350,0.0,2024-07-24,2030-09-11,NNN
HRE-1123-P1-L2,HRE-1123-P1,"Coleman, Smith and Bernard",110,484,3.58,20792,0.0,2024-07-24,2028-10-21,NNN
HRE-1123-P1-L3,HRE-1123-P1,Riddle LLC,120,529,3.14,19932,0.025,2024-07-24,2029-03-20,NNN
