Property_ID,Deal_ID,Address,City,State,Asset_Type,Appraised_Value,Cap_Rate,Detailed_Type
HRE-2024-402-P1,HRE-2024-402,559 Dean Tunnel,West Patriciaview,FL,Medical Office,28900000,0.0798,Medical Office
HRE-2024-403-P1,HRE-2024-403,105 Gardner Ports,Lydiatown,MS,Skilled Nursing,1340000,0.0921,Skilled Nursing
HRE-2024-403-P2,HRE-2024-403,228 Bates Forges,Brooksmouth,PW,Skilled Nursing,2090000,0.0926,Skilled Nursing
HRE-2024-403-P3,HRE-2024-403,560 Cheryl Overpass,Port Peggy,TX,Skilled Nursing,9780000,0.0942,Skilled Nursing
HRE-2024-403-P4,HRE-2024-403,700 Kara Forges,West Rachelmouth,SC,Skilled Nursing,5610000,0.0925,Skilled Nursing
HRE-2024-403-P5,HRE-2024-403,154 Paul Row,Port Oliviatown,CO,Skilled Nursing,5750000,0.092,Skilled Nursing
HRE-2024-403-P6,HRE-2024-403,541 Strong Square,Bullockport,AR,Skilled Nursing,1560000,0.0916,Skilled Nursing
HRE-2024-403-P7,HRE-2024-403,358 Robert Light,North Micheletown,IL,Skilled Nursing,2010000,0.0925,Skilled Nursing
HRE-2024-403-P8,HRE-2024-403,488 Tucker Islands,South Markside,VA,Skilled Nursing,21490000,0.0926,Skilled Nursing
HRE-2024-403-P9,HRE-2024-403,612 Davis Squares,Timmouth,LA,Skilled Nursing,5780000,0.093,Skilled Nursing
HRE-2024-404-P1,HRE-2024-404,129 Elizabeth Hollow,East Emilystad,HI,Senior Housing,8000000,0.0839,Senior Housing
HRE-2024-405-P1,HRE-2024-405,102 Andrew Inlet,New Paulside,KY,Medical Office,400000,0.0753,Medical Office
HRE-2024-405-P2,HRE-2024-405,839 Moore Street,North Michelle,ND,Medical Office,6030000,0.0744,Medical Office
HRE-2024-405-P3,HRE-2024-405,866 David Lake,South Robertview,PW,Medical Office,950000,0.0778,Medical Office
HRE-2024-405-P4,HRE-2024-405,729 Nelson Stream,Dawnfurt,MT,Medical Office,6800000,0.0773,Medical Office
HRE-2024-405-P5,HRE-2024-405,923 Phillips Heights,Sherryport,HI,Medical Office,13090000,0.078,Medical Office
HRE-2024-405-P6,HRE-2024-405,851 Ramirez Centers,Kathleenville,MS,Medical Office,3020000,0.0783,Medical Office
HRE-2024-406-P1,HRE-2024-406,110 Anderson Plains,New Dianefurt,ID,Medical Office,13700000,0.0678,Medical Office
HRE-2024-407-P1,HRE-2024-407,771 Horne Radial,New Christopherfurt,DE,Medical Office,26600000,0.0697,Medical Office
HRE-2024-408-P1,HRE-2024-408,151 Donovan Orchard,East Danny,MO,Medical Office,11400000,0.0787,Medical Office
HRE-2024-409-P1,HRE-2024-409,568 Heather Spur,Deborahfort,DE,Life Science,52700000,0.084,Life Science
HRE-2024-410-P1,HRE-2024-410,222 Kristin Grove,Holderhaven,AZ,Medical Office,23800000,0.0766,Medical Office
HRE-2024-411-P1,HRE-2024-411,726 Rachel Falls,Chadborough,NC,Life Science,1940000,0.0854,Life Science
HRE-2024-411-P2,HRE-2024-411,136 Carla Plaza,Christinemouth,UT,Life Science,17160000,0.0868,Life Science
HRE-2024-411-P3,HRE-2024-411,172 Samantha Spring,South Barbaraland,GA,Life Science,13720000,0.0849,Life Science
HRE-2024-411-P4,HRE-2024-411,936 Walsh Bypass,Beverlyfurt,CO,Life Science,460000,0.0859,Life Science
HRE-2024-411-P5,HRE-2024-411,48 Gomez Crossroad,Emilyville,WY,Life Science,6210000,0.0867,Life Science
HRE-2024-412-P1,HRE-2024-412,405 Owens Center,West Kennethfurt,TX,Medical Office,11500000,0.0789,Medical Office
HRE-2024-413-P1,HRE-2024-413,881 Julie Fields,West Kenneth,NH,Medical Office,31500000,0.0806,Medical Office
HRE-2024-414-P1,HRE-2024-414,296 Justin Field,West Crystalport,DC,Skilled Nursing,18300000,0.1156,Skilled Nursing
HRE-2024-415-P1,HRE-2024-415,18 Peterson Tunnel,North Russell,MI,Medical Office,6590000,0.0814,Medical Office
HRE-2024-415-P2,HRE-2024-415,576 Allen Center,Terryfort,NJ,Medical Office,7660000,0.0798,Medical Office
HRE-2024-415-P3,HRE-2024-415,22 Tiffany Court,Nicholasfort,ID,Medical Office,11270000,0.0804,Medical Office
HRE-2024-415-P4,HRE-2024-415,109 Ross Drive,Lake Alex,PW,Medical Office,26060000,0.0788,Medical Office
HRE-2024-415-P5,HRE-2024-415,738 Baldwin Pines,New Jennifer,IA,Medical Office,5120000,0.0792,Medical Office
HRE-2024-416-P1,HRE-2024-416,461 Hawkins Neck,Butlerborough,CT,Senior Housing,8200000,0.0909,Senior Housing
HRE-2024-417-P1,HRE-2024-417,240 Kelly Trail,New Georgeport,WI,Skilled Nursing,18900000,0.1072,Skilled Nursing
HRE-2024-418-P1,HRE-2024-418,322 William Fields,Lake Amanda,IN,Senior Housing,28100000,0.0888,Senior Housing
HRE-2024-419-P1,HRE-2024-419,971 Jared Haven,New Alyssa,ME,Skilled Nursing,45400000,0.1096,Skilled Nursing
HRE-2024-420-P1,HRE-2024-420,645 Kevin Junction,Kevinmouth,MD,Senior Housing,8600000,0.0849,Senior Housing
HRE-2024-421-P1,HRE-2024-421,623 Smith Tunnel,Christineberg,IN,Medical Office,5110000,0.0805,Medical Office
HRE-2024-421-P2,HRE-2024-421,151 Page Meadow,South Jenniferfurt,MA,Medical Office,2610000,0.0813,Medical Office
HRE-2024-421-P3,HRE-2024-421,379 Humphrey Radial,Youngland,NM,Medical Office,500000,0.0787,Medical Office
HRE-2024-421-P4,HRE-2024-421,314 Bailey Ford,Michaelmouth,VI,Medical Office,800000,0.0789,Medical Office
HRE-2024-421-P5,HRE-2024-421,517 Brian Locks,Callahanmouth,DC,Medical Office,29780000,0.0809,Medical Office
HRE-2024-422-P1,HRE-2024-422,511 Oliver Stravenue,Bethanyberg,MI,Medical Office,20800000,0.0811,Medical Office
HRE-2024-423-P1,HRE-2024-423,407 Martinez Club,Lake Joshua,TX,Senior Housing,11000000,0.0758,Senior Housing
HRE-2024-424-P1,HRE-2024-424,423 Lopez Branch,South Rebekah,RI,Medical Office,13300000,0.0799,Medical Office
HRE-2024-425-P1,HRE-2024-425,721 Jason Stream,Port John,KY,Senior Housing,26200000,0.0898,Senior Housing
HRE-2024-426-P1,HRE-2024-426,792 Dawn Tunnel,Ryanmouth,IA,Medical Office,4940000,0.0775,Medical Office
HRE-2024-426-P2,HRE-2024-426,797 Vazquez Spurs,Lake Tinaville,CO,Medical Office,4530000,0.081,Medical Office
HRE-2024-426-P3,HRE-2024-426,790 Lori Divide,Christyview,CO,Medical Office,8460000,0.0797,Medical Office
HRE-2024-426-P4,HRE-2024-426,976 Marisa Street,West Madisonfort,VA,Medical Office,2520000,0.0805,Medical Office
HRE-2024-426-P5,HRE-2024-426,937 Lawrence Loaf,South Joseph,DE,Medical Office,1210000,0.0775,Medical Office
HRE-2024-426-P6,HRE-2024-426,83 Eric Summit,Craigborough,WV,Medical Office,5870000,0.078,Medical Office
HRE-2024-426-P7,HRE-2024-426,92 Lori Road,West Davidmouth,KY,Medical Office,7050000,0.078,Medical Office
HRE-2024-426-P8,HRE-2024-426,752 Moore Square,Port Anthonyside,GU,Medical Office,11120000,0.0777,Medical Office
HRE-2024-426-P9,HRE-2024-426,478 Karen Loop,New Debraland,GA,Medical Office,1970000,0.0799,Medical Office
HRE-2024-426-P10,HRE-2024-426,585 Lyons Tunnel,East Clifford,NC,Medical Office,2210000,0.0806,Medical Office
HRE-2024-426-P11,HRE-2024-426,616 Jack Hill,Matthewmouth,MA,Medical Office,1120000,0.0806,Medical Office
HRE-2024-427-P1,HRE-2024-427,950 Dillon Stravenue,New Amy,PR,Skilled Nursing,13700000,0.1147,Skilled Nursing
HRE-2024-428-P1,HRE-2024-428,381 Robert Turnpike,Martinezton,LA,Medical Office,19100000,0.0792,Medical Office
HRE-2024-429-P1,HRE-2024-429,723 Collier Brooks,Wolfton,DE,Life Science,62300000,0.0746,Life Science
HRE-2024-429-P2,HRE-2024-429,831 Hernandez Ford,Port Roymouth,SC,Life Science,34310000,0.0754,Life Science
HRE-2024-429-P3,HRE-2024-429,181 Douglas Stravenue,Patelchester,HI,Life Science,19150000,0.075,Life Science
HRE-2024-429-P4,HRE-2024-429,650 Rivers Coves,West Tiffanytown,ID,Life Science,320000,0.0783,Life Science
HRE-2024-429-P5,HRE-2024-429,484 Kimberly Highway,South Jacobshire,GU,Life Science,7630000,0.0766,Life Science
HRE-2024-429-P6,HRE-2024-429,874 John Passage,North Kaitlynville,IL,Life Science,480000,0.0773,Life Science
HRE-2024-429-P7,HRE-2024-429,231 Stephanie Brook,Harrisburgh,ME,Life Science,25720000,0.0766,Life Science
HRE-2024-429-P8,HRE-2024-429,778 Brad Squares,Bergview,IA,Life Science,370000,0.0749,Life Science
HRE-2024-429-P9,HRE-2024-429,258 Dawn Isle,Jonesport,KY,Life Science,1120000,0.0772,Life Science
HRE-2024-430-P1,HRE-2024-430,159 Alex Crescent,Lindatown,AR,Life Science,26100000,0.0841,Life Science
HRE-2024-431-P1,HRE-2024-431,645 Debbie Centers,East David,MH,Medical Office,9400000,0.081,Medical Office
HRE-2024-432-P1,HRE-2024-432,946 Patrick Route,Hancockstad,WV,Senior Housing,9000000,0.0919,Senior Housing
HRE-2024-433-P1,HRE-2024-433,459 Kenneth Greens,Warrenbury,FM,Medical Office,9900000,0.0806,Medical Office
HRE-2024-434-P1,HRE-2024-434,174 Mason Cliff,South Lindafort,SD,Senior Housing,16700000,0.0891,Senior Housing
HRE-2024-435-P1,HRE-2024-435,493 Page Greens,Aaronton,DC,Senior Housing,30000000,0.0788,Senior Housing
HRE-2024-436-P1,HRE-2024-436,196 Robert Locks,North Eugenehaven,NM,Medical Office,31100000,0.0817,Medical Office
HRE-2024-437-P1,HRE-2024-437,744 Perez Row,Chadland,CO,Senior Housing,10400000,0.0746,Senior Housing
HRE-2024-438-P1,HRE-2024-438,690 Cesar Prairie,Sullivanstad,NC,Medical Office,22600000,0.0796,Medical Office
HRE-2024-439-P1,HRE-2024-439,826 Chad Villages,Valentinehaven,MT,Medical Office,36700000,0.0811,Medical Office
HRE-2024-440-P1,HRE-2024-440,636 Jeffrey Spur,New Marystad,OH,Senior Housing,3740000,0.0889,Senior Housing
HRE-2024-440-P2,HRE-2024-440,389 Jesus Isle,Port Adrianport,MI,Senior Housing,3220000,0.0893,Senior Housing
HRE-2024-440-P3,HRE-2024-440,864 Mcknight Landing,Lake Nancyfurt,DE,Senior Housing,1370000,0.0903,Senior Housing
HRE-2024-440-P4,HRE-2024-440,946 Alexander Loop,Ramireztown,DC,Senior Housing,9990000,0.0885,Senior Housing
HRE-2024-440-P5,HRE-2024-440,389 Clark Orchard,East Christopherville,CA,Senior Housing,3570000,0.0885,Senior Housing
HRE-2024-440-P6,HRE-2024-440,161 Long Gardens,Robinsonchester,AL,Senior Housing,640000,0.0908,Senior Housing
HRE-2024-440-P7,HRE-2024-440,704 Stanley Isle,South Hollyborough,NY,Senior Housing,160000,0.0902,Senior Housing
HRE-2024-440-P8,HRE-2024-440,928 Amy Bypass,South Caitlinton,WV,Senior Housing,1170000,0.0906,Senior Housing
HRE-2024-440-P9,HRE-2024-440,227 Jesus Grove,Port Tiffanyfurt,FL,Senior Housing,5070000,0.0903,Senior Housing
HRE-2024-440-P10,HRE-2024-440,529 Anna Lock,Joseburgh,PA,Senior Housing,8790000,0.0888,Senior Housing
HRE-2024-440-P11,HRE-2024-440,197 Lisa Skyway,East Jessica,WA,Senior Housing,6740000,0.0918,Senior Housing
HRE-2024-440-P12,HRE-2024-440,838 Robert Crossing,Danielstad,HI,Senior Housing,1840000,0.0903,Senior Housing
HRE-2024-441-P1,HRE-2024-441,995 Jessica Rapid,Parkermouth,NV,Skilled Nursing,660000,0.1025,Skilled Nursing
HRE-2024-441-P2,HRE-2024-441,942 Clark Place,Hardyfort,SD,Skilled Nursing,9410000,0.1023,Skilled Nursing
HRE-2024-441-P3,HRE-2024-441,97 Grace Flats,Robertomouth,PR,Skilled Nursing,8600000,0.0996,Skilled Nursing
HRE-2024-441-P4,HRE-2024-441,60 Allen Loop,Casebury,GU,Skilled Nursing,2360000,0.1,Skilled Nursing
HRE-2024-441-P5,HRE-2024-441,687 Johnson Green,West Paul,NC,Skilled Nursing,4860000,0.1022,Skilled Nursing
HRE-2024-441-P6,HRE-2024-441,355 Lewis Drive,Brendachester,NJ,Skilled Nursing,50000,0.1011,Skilled Nursing
HRE-2024-441-P7,HRE-2024-441,660 Sarah Courts,East Jamie,NH,Skilled Nursing,4980000,0.0995,Skilled Nursing
HRE-2024-441-P8,HRE-2024-441,169 Zachary Freeway,Chelseaborough,GA,Skilled Nursing,2690000,0.1001,Skilled Nursing
HRE-2024-441-P9,HRE-2024-441,777 Dean Flat,Christianstad,TN,Skilled Nursing,1300000,0.1022,Skilled Nursing
HRE-2024-442-P1,HRE-2024-442,424 Seth Village,Michaelstad,PW,Senior Housing,9000000,0.0874,Senior Housing
HRE-2024-443-P1,HRE-2024-443,149 Lara Villages,Pearsonburgh,PA,Senior Housing,32000000,0.0818,Senior Housing
HRE-2024-444-P1,HRE-2024-444,8 Eric Mission,West Brittney,DC,Skilled Nursing,34900000,0.1095,Skilled Nursing
HRE-2024-445-P1,HRE-2024-445,60 Solis Lakes,Wellsberg,MI,Senior Housing,8000000,0.0857,Senior Housing
HRE-2024-446-P1,HRE-2024-446,293 Erin Glens,New Victor,MP,Life Science,17900000,0.0695,Life Science
HRE-2024-447-P1,HRE-2024-447,11 Daniel Mountains,Ashleyberg,PR,Life Science,12940000,0.0783,Life Science
HRE-2024-447-P2,HRE-2024-447,142 Moss Turnpike,East Darlenemouth,ND,Life Science,30830000,0.0797,Life Science
HRE-2024-447-P3,HRE-2024-447,597 Craig Street,New Douglas,AL,Life Science,20680000,0.0801,Life Science
HRE-2024-447-P4,HRE-2024-447,784 Ramirez Cliff,Port Regina,IL,Life Science,1940000,0.0778,Life Science
HRE-2024-447-P5,HRE-2024-447,53 Rodriguez Mall,Jenniferburgh,DC,Life Science,1620000,0.0787,Life Science
HRE-2024-447-P6,HRE-2024-447,920 Briana Mission,West Carolinebury,FM,Life Science,1290000,0.0788,Life Science
HRE-2024-448-P1,HRE-2024-448,977 Laura Crescent,East Jeffery,KS,Life Science,26100000,0.0808,Life Science
HRE-2024-449-P1,HRE-2024-449,697 Wong Cliffs,New Nicolehaven,MO,Senior Housing,17900000,0.0913,Senior Housing
